subjectID,block,trial,trialLen,DRTAStart,DRTAEnd,RTTime,trialTime,trialScore
AA01,1,1,3.377165899811799,0.5131203794398869,1.5131203794398869,nan,2.379912853240967,5
AA01,1,2,4.468574108689537,1.701940377996568,2.701940377996568,2.289546012878418,3.0545766353607178,5
