subjectID,block,trial,randDelay,randLevelX,randLevelY,partcleSize,xPos,yPos,Particle_0_X,Particle_0_Y,Particle_1_X,Particle_1_Y,Particle_2_X,Particle_2_Y,Particle_3_X,Particle_3_Y,Particle_4_X,Particle_4_Y
FF01,1,1,1000,0,0,20,435,170,0.0,300.0,-50.0,215.85290151921035,-100.0,209.0702573174318,-150.0,285.8879991940133,-200.0,375.6802495307928
FF01,1,1,1000,0,0,20,435,170,0.3,300.5999964000065,-49.7,216.17859560087516,-99.7,208.82220744408755,-149.7,285.294261275272,-199.7,375.2867034709826
FF01,1,1,1000,0,0,20,435,170,0.7,301.3999542671149,-49.3,216.617546318803,-99.3,208.49658174709694,-149.3,284.50343792747634,-199.3,374.75776181127645
FF01,1,1,1000,0,0,20,435,170,1.0,301.9998666693333,-49.0,216.95026295080294,-99.0,208.25620447181902,-149.0,283.9109685032544,-199.0,374.3579138944275
FF01,1,1,1000,0,0,20,435,170,1.3,302.59970707656765,-48.7,217.28596936436733,-98.7,208.01912996327178,-148.7,283.3190782824288,-198.7,373.9553891007089
FF01,1,1,1000,0,0,20,435,170,1.6,303.199453894628,-48.4,217.62465347410148,-98.4,207.78536675611196,-148.4,282.72778857298346,-198.4,373.5502019209699
FF01,1,1,1000,0,0,20,435,170,2.0,303.9989334186634,-48.0,218.08084316990016,-98.0,207.47884792118316,-148.0,281.9403732105767,-198.0,373.0058360839299
FF01,1,1,1000,0,0,20,435,170,2.3,304.5983779049605,-47.7,218.42642763727474,-97.7,207.25284360407545,-147.7,281.35056743586324,-197.7,372.5944935608536
FF01,1,1,1000,0,0,20,435,170,2.6,305.19765685014966,-47.4,218.7749487444444,-97.4,207.03017817458132,-147.4,280.76143303870793,-197.4,372.1805376438493
FF01,1,1,1000,0,0,20,435,170,3.0,305.9964006479445,-47.0,219.24418995948858,-97.0,206.73849859777994,-147.0,279.97700152782295,-197.0,371.62455691239705
FF01,1,1,1000,0,0,20,435,170,3.2,306.3956318280309,-46.8,219.48075058601322,-96.8,206.59489592167125,-146.8,279.5852631872376,-196.8,371.3448453310753
FF01,1,1,1000,0,0,20,435,170,3.5,306.99428473375326,-46.5,219.83800591162228,-96.5,206.38229476836938,-146.5,278.99827007491007,-196.5,370.9231390201386
FF01,1,1,1000,0,0,20,435,170,3.9,307.7920932056301,-46.1,220.31883316608167,-96.1,206.1040704451098,-146.1,278.21679233363915,-196.1,370.3568948922116
FF01,1,1,1000,0,0,20,435,170,4.1,308.1908136223375,-45.9,220.56116106718707,-95.9,205.96721067588936,-145.9,277.826573134753,-195.9,370.07208199552764
FF01,1,1,1000,0,0,20,435,170,4.4,308.78864653028853,-45.6,220.92703486363524,-95.6,205.76474267969368,-145.6,277.24191148788674,-195.6,369.6427619198143
FF01,1,1,1000,0,0,20,435,170,4.7,309.38616304791367,-45.3,221.29575527828848,-95.3,205.56566714258412,-145.3,276.6580691297491,-195.3,369.2109347121933
FF01,1,1,1000,0,0,20,435,170,5.0,309.9833416646828,-45.0,221.66730903725164,-95.0,205.36999123125855,-145.0,276.07506707860176,-195.0,368.7766159183974
FF01,1,1,1000,0,0,20,435,170,5.3,310.58016088223025,-44.7,222.04168276462957,-94.7,205.17772199002863,-144.7,275.49292632245573,-194.7,368.33982117385625
FF01,1,1,1000,0,0,20,435,170,5.6,311.17659921512853,-44.4,222.41886298300847,-94.4,204.98886634056626,-144.4,274.9116678183154,-194.4,367.9005662031336
FF01,1,1,1000,0,0,20,435,170,5.9,311.7726351916621,-44.1,222.7988361139412,-94.1,204.80343108165442,-144.1,274.33131249142394,-194.1,367.4588668193609
FF01,1,1,1000,0,0,20,435,170,6.2,312.3682473546003,-43.8,223.18158847843617,-93.8,204.62142288894245,-143.8,273.75188123451073,-193.8,367.0147389236683
FF01,1,1,1000,0,0,20,435,170,6.5,312.9634142619695,-43.5,223.5671062974495,-93.5,204.4428483147056,-143.5,273.1733949070382,-193.5,366.5681985046119
FF01,1,1,1000,0,0,20,435,170,6.8,313.55811448782526,-43.2,223.95537569238138,-93.2,204.26771378760927,-143.2,272.59587433445176,-193.2,366.11926163759875
FF01,1,1,1000,0,0,20,435,170,7.2,314.35028517233627,-42.8,224.47732427504712,-92.8,204.03956314861608,-142.8,271.8273851191194,-192.8,365.5169792864342
FF01,1,1,1000,0,0,20,435,170,7.5,314.9438132473599,-42.5,224.87195948597073,-92.5,203.87247970247,-142.5,271.25219876574556,-192.5,365.0625137065167
FF01,1,1,1000,0,0,20,435,170,7.8,315.5368033467206,-42.2,225.269299298239,-92.2,203.70885683667288,-142.2,270.6780473301114,-192.2,364.60570588313254
FF01,1,1,1000,0,0,20,435,170,8.1,316.12923412283874,-41.9,225.66932940766165,-91.9,203.54870044163022,-141.9,270.1049514816066,-191.9,364.146572261314
FF01,1,1,1000,0,0,20,435,170,8.4,316.7210842482704,-41.6,226.0720354131979,-91.6,203.3920162829549,-141.6,269.5329318516197,-191.6,363.6851293698219
FF01,1,1,1000,0,0,20,435,170,8.6,317.1153178922117,-41.4,226.34198553725957,-91.4,203.28949198801345,-141.4,269.15219350162937,-191.4,363.37622604789885
FF01,1,1,1000,0,0,20,435,170,9.0,317.9029573425824,-41.0,226.88541702731044,-91.0,203.08908711195437,-141.0,268.39220357829464,-191.0,362.7553823079293
FF01,1,1,1000,0,0,20,435,170,9.2,318.29635054679744,-40.8,227.15888969840734,-90.8,202.99120973731047,-140.8,268.01296416477294,-190.8,362.4434518233695
