subjectID,block,trial,randDelay,randLevelX,randLevelY,partcleSize,xPos,yPos,Particle_0_X,Particle_0_Y,Particle_1_X,Particle_1_Y,Particle_2_X,Particle_2_Y,Particle_3_X,Particle_3_Y,Particle_4_X,Particle_4_Y
AA01,1,1,1000,0,0,20,669,335,0.0,300.0,-50.0,215.85290151921035,-100.0,209.0702573174318,-150.0,285.8879991940133,-200.0,375.6802495307928
AA01,1,1,1000,0,0,20,669,335,0.7,301.3999542671149,-49.3,216.617546318803,-99.3,208.49658174709694,-149.3,284.50343792747634,-199.3,374.75776181127645
AA01,1,1,1000,0,0,20,669,335,1.2,302.3997696066354,-48.8,217.17373577236305,-98.8,208.09778729609246,-148.8,283.516309351026,-198.8,374.08986057019206
AA01,1,1,1000,0,0,20,669,335,1.6,303.199453894628,-48.4,217.62465347410148,-98.4,207.78536675611196,-148.4,282.72778857298346,-198.4,373.5502019209699
AA01,1,1,1000,0,0,20,669,335,2.3,304.5983779049605,-47.7,218.42642763727474,-97.7,207.25284360407545,-147.7,281.35056743586324,-197.7,372.5944935608536
AA01,1,1,1000,0,0,20,669,335,2.8,305.5970735255755,-47.2,219.0089214242018,-97.2,206.88359345592153,-147.2,280.36906023595674,-197.2,371.90312250233626
AA01,1,1,1000,0,0,20,669,335,3.3,306.59520944350226,-46.7,219.59951425149407,-96.7,206.52365487082525,-146.7,279.3895161136675,-196.7,371.20456119148764
AA01,1,1,1000,0,0,20,669,335,3.8,307.5926858459806,-46.2,220.19814706036107,-96.2,206.1730638423452,-146.2,278.4120330225917,-196.2,370.49887948385685
AA01,1,1,1000,0,0,20,669,335,4.3,308.58940298620155,-45.7,220.80475998802066,-95.7,205.83185542929203,-145.7,277.4367087102236,-195.7,369.78614794702656
AA01,1,1,1000,0,0,20,669,335,4.9,309.7843209976177,-45.1,221.54314379180852,-95.1,205.43483836148044,-145.1,276.26930643202047,-195.1,368.92166472926044
