subjectID,block,trial,randDelay,randLevelX,randLevelY,partcleSize,xPos,yPos,Particle_0_X,Particle_0_Y,Particle_1_X,Particle_1_Y,Particle_2_X,Particle_2_Y,Particle_3_X,Particle_3_Y,Particle_4_X,Particle_4_Y
BB01,1,1,1000,0,0,20,662,222,0.0,300.0,-50.0,215.85290151921035,-100.0,209.0702573174318,-150.0,285.8879991940133,-200.0,375.6802495307928
BB01,1,1,1000,0,0,20,662,222,0.6,301.19997120020736,-49.4,216.50730724404562,-99.4,208.57743996142807,-149.4,284.7010527615367,-199.4,374.89044709797844
BB01,1,1,1000,0,0,20,662,222,0.9,301.7999028015746,-49.1,216.8390246151381,-99.1,208.3359636810564,-149.1,284.1083950082496,-199.1,374.49149467696685
BB01,1,1,1000,0,0,20,662,222,1.1,302.199822537628,-48.9,217.06183348530527,-98.9,208.17681223764146,-148.9,283.7136063543638,-198.9,374.2240356803316
BB01,1,1,1000,0,0,20,662,222,1.7,303.39934497119515,-48.3,217.73820778332424,-98.3,207.70818298977346,-148.3,282.5308291299042,-198.3,373.4145504047919
BB01,1,1,1000,0,0,20,662,222,2.0,303.9989334186634,-48.0,218.08084316990016,-98.0,207.47884792118316,-148.0,281.9403732105767,-198.0,373.0058360839299
BB01,1,1,1000,0,0,20,662,222,2.3,304.5983779049605,-47.7,218.42642763727474,-97.7,207.25284360407545,-147.7,281.35056743586324,-197.7,372.5944935608536
BB01,1,1,1000,0,0,20,662,222,2.6,305.19765685014966,-47.4,218.7749487444444,-97.4,207.03017817458132,-147.4,280.76143303870793,-197.4,372.1805376438493
BB01,1,1,1000,0,0,20,662,222,2.9,305.7967486802535,-47.1,219.12639394468698,-97.1,206.81085964863217,-147.1,280.1729912278855,-197.1,371.76398323528525
BB01,1,1,1000,0,0,20,662,222,3.2,306.3956318280309,-46.8,219.48075058601322,-96.8,206.59489592167125,-146.8,279.5852631872376,-196.8,371.3448453310753
BB01,1,1,1000,0,0,20,662,222,3.6,307.1937808122324,-46.4,219.9577329523033,-96.4,206.31217628219977,-146.4,278.80277267470615,-196.4,370.78200211406545
